Record Length,2.5E+03,,-0.000125,-0.6,
Sample Interval,1E-07,,-0.0001249,-0.6,
Trigger Point,1.25E+03,,-0.0001248,-0.56,
,,,-0.0001247,-0.56,
,,,-0.0001246,-0.6,
,,,-0.0001245,-0.6,
Source,CH1,,-0.0001244,-0.56,
Vertical Units,V,,-0.0001243,-0.56,
Vertical Scale,1E+00,,-0.0001242,-0.56,
Vertical Offset,2E+00,,-0.0001241,-0.52,
Horizontal Units,s,,-0.000124,-0.48,
Horizontal Scale,2.5E-05,,-0.0001239,-0.48,
Pt Fmt,Y,,-0.0001238,-0.52,
Yzero,0E+00,,-0.0001237,-0.48,
Probe Atten,1E+00,,-0.0001236,-0.56,
Model Number,TDS2004C,,-0.0001235,-0.44,
Serial Number,C030311,,-0.0001234,-0.48,
Firmware Version,FV:v24.26,,-0.0001233,-0.48,
,,,-0.0001232,-0.44,
,,,-0.0001231,-0.44,
,,,-0.000123,-0.44,
,,,-0.0001229,-0.44,
,,,-0.0001228,-0.4,
,,,-0.0001227,-0.44,
,,,-0.0001226,-0.4,
,,,-0.0001225,-0.36,
,,,-0.0001224,-0.4,
,,,-0.0001223,-0.36,
,,,-0.0001222,-0.4,
,,,-0.0001221,-0.36,
,,,-0.000122,-0.28,
,,,-0.0001219,-0.32,
,,,-0.0001218,-0.36,
,,,-0.0001217,-0.32,
,,,-0.0001216,-0.32,
,,,-0.0001215,-0.24,
,,,-0.0001214,-0.28,
,,,-0.0001213,-0.32,
,,,-0.0001212,-0.28,
,,,-0.0001211,-0.28,
,,,-0.000121,-0.24,
,,,-0.0001209,-0.24,
,,,-0.0001208,-0.2,
,,,-0.0001207,-0.28,
,,,-0.0001206,-0.2,
,,,-0.0001205,-0.2,
,,,-0.0001204,-0.2,
,,,-0.0001203,-0.16,
,,,-0.0001202,-0.16,
,,,-0.0001201,-0.16,
,,,-0.00012,-0.16,
,,,-0.0001199,-0.12,
,,,-0.0001198,-0.08,
,,,-0.0001197,-0.12,
,,,-0.0001196,-0.12,
,,,-0.0001195,-0.08,
,,,-0.0001194,-0.08,
,,,-0.0001193,-0.08,
,,,-0.0001192,-0.04,
,,,-0.0001191,0,
,,,-0.000119,-0.04,
,,,-0.0001189,0,
,,,-0.0001188,0,
,,,-0.0001187,0.04,
,,,-0.0001186,0,
,,,-0.0001185,0,
,,,-0.0001184,0,
,,,-0.0001183,0.04,
,,,-0.0001182,0.08,
,,,-0.0001181,0.04,
,,,-0.000118,0.08,
,,,-0.0001179,0.08,
,,,-0.0001178,0.16,
,,,-0.0001177,0.16,
,,,-0.0001176,0.12,
,,,-0.0001175,0.12,
,,,-0.0001174,0.12,
,,,-0.0001173,0.16,
,,,-0.0001172,0.16,
,,,-0.0001171,0.2,
,,,-0.000117,0.12,
,,,-0.0001169,0.2,
,,,-0.0001168,0.2,
,,,-0.0001167,0.2,
,,,-0.0001166,0.28,
,,,-0.0001165,0.24,
,,,-0.0001164,0.24,
,,,-0.0001163,0.24,
,,,-0.0001162,0.24,
,,,-0.0001161,0.28,
,,,-0.000116,0.32,
,,,-0.0001159,0.28,
,,,-0.0001158,0.32,
,,,-0.0001157,0.32,
,,,-0.0001156,0.32,
,,,-0.0001155,0.32,
,,,-0.0001154,0.32,
,,,-0.0001153,0.36,
,,,-0.0001152,0.36,
,,,-0.0001151,0.4,
,,,-0.000115,0.36,
,,,-0.0001149,0.4,
,,,-0.0001148,0.4,
,,,-0.0001147,0.4,
,,,-0.0001146,0.4,
,,,-0.0001145,0.44,
,,,-0.0001144,0.44,
,,,-0.0001143,0.48,
,,,-0.0001142,0.44,
,,,-0.0001141,0.44,
,,,-0.000114,0.44,
,,,-0.0001139,0.52,
,,,-0.0001138,0.52,
,,,-0.0001137,0.44,
,,,-0.0001136,0.56,
,,,-0.0001135,0.52,
,,,-0.0001134,0.52,
,,,-0.0001133,0.64,
,,,-0.0001132,0.52,
,,,-0.0001131,0.52,
,,,-0.000113,0.56,
,,,-0.0001129,0.6,
,,,-0.0001128,0.6,
,,,-0.0001127,0.56,
,,,-0.0001126,0.64,
,,,-0.0001125,0.64,
,,,-0.0001124,0.64,
,,,-0.0001123,0.6,
,,,-0.0001122,0.6,
,,,-0.0001121,0.68,
,,,-0.000112,0.68,
,,,-0.0001119,0.64,
,,,-0.0001118,0.68,
,,,-0.0001117,0.68,
,,,-0.0001116,0.68,
,,,-0.0001115,0.72,
,,,-0.0001114,0.68,
,,,-0.0001113,0.68,
,,,-0.0001112,0.76,
,,,-0.0001111,0.76,
,,,-0.000111,0.8,
,,,-0.0001109,0.8,
,,,-0.0001108,0.72,
,,,-0.0001107,0.76,
,,,-0.0001106,0.76,
,,,-0.0001105,0.8,
,,,-0.0001104,0.76,
,,,-0.0001103,0.8,
,,,-0.0001102,0.8,
,,,-0.0001101,0.76,
,,,-0.00011,0.76,
,,,-0.0001099,0.8,
,,,-0.0001098,0.8,
,,,-0.0001097,0.84,
,,,-0.0001096,0.84,
,,,-0.0001095,0.84,
,,,-0.0001094,0.84,
,,,-0.0001093,0.88,
,,,-0.0001092,0.92,
,,,-0.0001091,0.88,
,,,-0.000109,0.88,
,,,-0.0001089,0.84,
,,,-0.0001088,0.92,
,,,-0.0001087,0.84,
,,,-0.0001086,0.92,
,,,-0.0001085,0.88,
,,,-0.0001084,0.88,
,,,-0.0001083,0.92,
,,,-0.0001082,0.92,
,,,-0.0001081,0.92,
,,,-0.000108,0.92,
,,,-0.0001079,0.96,
,,,-0.0001078,0.92,
,,,-0.0001077,0.96,
,,,-0.0001076,0.96,
,,,-0.0001075,0.96,
,,,-0.0001074,0.96,
,,,-0.0001073,1,
,,,-0.0001072,0.96,
,,,-0.0001071,0.96,
,,,-0.000107,1,
,,,-0.0001069,0.96,
,,,-0.0001068,0.96,
,,,-0.0001067,1,
,,,-0.0001066,0.96,
,,,-0.0001065,0.96,
,,,-0.0001064,0.92,
,,,-0.0001063,0.96,
,,,-0.0001062,1.04,
,,,-0.0001061,1,
,,,-0.000106,1,
,,,-0.0001059,1,
,,,-0.0001058,1.04,
,,,-0.0001057,1.04,
,,,-0.0001056,1.04,
,,,-0.0001055,0.96,
,,,-0.0001054,0.96,
,,,-0.0001053,1,
,,,-0.0001052,1,
,,,-0.0001051,1.04,
,,,-0.000105,1.04,
,,,-0.0001049,1.04,
,,,-0.0001048,1,
,,,-0.0001047,1.04,
,,,-0.0001046,1,
,,,-0.0001045,1,
,,,-0.0001044,1.08,
,,,-0.0001043,1.04,
,,,-0.0001042,1.04,
,,,-0.0001041,1.04,
,,,-0.000104,1.04,
,,,-0.0001039,1.04,
,,,-0.0001038,1.04,
,,,-0.0001037,1.04,
,,,-0.0001036,1,
,,,-0.0001035,1.04,
